URL from, URL to
http://codes.wmo.int/wmdr/ProgramAffiliation/ESRLCCG,http://codes.wmo.int/wmdr/ProgramAffiliation/NOAAGML
http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/202,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/201
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/328,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/327
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/374,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/373
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/262,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12164
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/263,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12164
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/264,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12164
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/227,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12166
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/256,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12165
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12000,http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/216
http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/_202,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/_201
http://codes.wmo.int/wmdr/unit/degree_(angle),http://codes.wmo.int/wmdr/unit/deg
http://codes.wmo.int/wmdr/unit/nautical_mile,http://codes.wmo.int/wmdr/unit/nmi
http://codes.wmo.int/wmdr/unit/0.001,http://codes.wmo.int/wmdr/unit/permil
http://codes.wmo.int/wmdr/unit/deg_s-1,http://codes.wmo.int/wmdr/unit/deg.s-1
http://codes.wmo.int/wmdr/unit/C_m-1,http://codes.wmo.int/wmdr/unit/degC.m-1
http://codes.wmo.int/wmdr/unit/C_(100m)-1,http://codes.wmo.int/wmdr/unit/degC.hm-1
http://codes.wmo.int/wmdr/unit/kt_km-1,http://codes.wmo.int/wmdr/unit/kt.km-1
http://codes.wmo.int/wmdr/unit/dPa_s-1,http://codes.wmo.int/wmdr/unit/dPa.s-1
http://codes.wmo.int/wmdr/unit/cb_s-1,http://codes.wmo.int/wmdr/unit/cb.s-1
http://codes.wmo.int/wmdr/unit/cb_-1,http://codes.wmo.int/wmdr/unit/cb.(12h)-1
http://codes.wmo.int/wmdr/unit/hPa_s-1,http://codes.wmo.int/wmdr/unit/hPa.s-1
http://codes.wmo.int/wmdr/unit/hPa_h-1,http://codes.wmo.int/wmdr/unit/hPa.h-1
http://codes.wmo.int/wmdr/unit/hPa_-1,http://codes.wmo.int/wmdr/unit/hPa.(3h)-1
http://codes.wmo.int/wmdr/unit/g_kg-1,http://codes.wmo.int/wmdr/unit/g.kg-1
http://codes.wmo.int/wmdr/unit/g_kg-1_s-1,http://codes.wmo.int/wmdr/unit/g.kg-1.s-1
http://codes.wmo.int/wmdr/unit/kg_kg-1,http://codes.wmo.int/wmdr/unit/kg.kg-1
http://codes.wmo.int/wmdr/unit/kg_kg-1_s-1,http://codes.wmo.int/wmdr/unit/kg.kg-1.s-1
http://codes.wmo.int/wmdr/unit/kg_m-2,http://codes.wmo.int/wmdr/unit/kg.m-2
http://codes.wmo.int/wmdr/unit/g,http://codes.wmo.int/wmdr/unit/g0
http://codes.wmo.int/wmdr/unit/mm_s-1,http://codes.wmo.int/wmdr/unit/mm.s-1
http://codes.wmo.int/wmdr/unit/mm_h-1,http://codes.wmo.int/wmdr/unit/mm.h-1
http://codes.wmo.int/wmdr/unit/mm6_m-3,http://codes.wmo.int/wmdr/unit/mm6.m-3
http://codes.wmo.int/wmdr/unit/cm_s-1,http://codes.wmo.int/wmdr/unit/cm.s-1
http://codes.wmo.int/wmdr/unit/cm_h-1,http://codes.wmo.int/wmdr/unit/cm.h-1
http://codes.wmo.int/wmdr/unit/m_s-1,http://codes.wmo.int/wmdr/unit/m.s-1
http://codes.wmo.int/wmdr/unit/m_s-1_m-1,http://codes.wmo.int/wmdr/unit/m.s-1.m-1
http://codes.wmo.int/wmdr/unit/m_s-1_km-1,http://codes.wmo.int/wmdr/unit/m.s-1.km-1
http://codes.wmo.int/wmdr/unit/m2_s-1,http://codes.wmo.int/wmdr/unit/m2.s-1
http://codes.wmo.int/wmdr/unit/km_h-1,http://codes.wmo.int/wmdr/unit/km.h-1
http://codes.wmo.int/wmdr/unit/km_d-1,http://codes.wmo.int/wmdr/unit/km.d-1
http://codes.wmo.int/wmdr/unit/Bq_l-1,http://codes.wmo.int/wmdr/unit/Bq.l-1
http://codes.wmo.int/wmdr/unit/Bq_m-2,http://codes.wmo.int/wmdr/unit/Bq.m-2
http://codes.wmo.int/wmdr/unit/Bq_m-3,http://codes.wmo.int/wmdr/unit/Bq.m-3
http://codes.wmo.int/wmdr/unit/m_s-2,http://codes.wmo.int/wmdr/unit/m.s-2
http://codes.wmo.int/wmdr/unit/m2_s,http://codes.wmo.int/wmdr/unit/m2.s
http://codes.wmo.int/wmdr/unit/m2_s-2,http://codes.wmo.int/wmdr/unit/m2.s-2
http://codes.wmo.int/wmdr/unit/m2_rad-1_s,http://codes.wmo.int/wmdr/unit/m2.s.rad-1
http://codes.wmo.int/wmdr/unit/m3_s-1,http://codes.wmo.int/wmdr/unit/m3.s-1
http://codes.wmo.int/wmdr/unit/m3_m-3,http://codes.wmo.int/wmdr/unit/m3.m-3
http://codes.wmo.int/wmdr/unit/m(2_3)_s-1,http://codes.wmo.int/wmdr/unit/m(2.3-1).s-1
http://codes.wmo.int/wmdr/unit/kg_m-1,http://codes.wmo.int/wmdr/unit/kg.m-1
http://codes.wmo.int/wmdr/unit/kg_m-2_s-1,http://codes.wmo.int/wmdr/unit/kg.m-2.s-1
http://codes.wmo.int/wmdr/unit/kg_m-3,http://codes.wmo.int/wmdr/unit/kg.m-3
http://codes.wmo.int/wmdr/unit/kg-2_s-1,http://codes.wmo.int/wmdr/unit/kg-2.s-1
http://codes.wmo.int/wmdr/unit/s_m-1,http://codes.wmo.int/wmdr/unit/s.m-1
http://codes.wmo.int/wmdr/unit/K_m_s-1,http://codes.wmo.int/wmdr/unit/K.m.s-1
http://codes.wmo.int/wmdr/unit/K_m-1,http://codes.wmo.int/wmdr/unit/K.m-1
http://codes.wmo.int/wmdr/unit/K_m2_kg-1_s-1,http://codes.wmo.int/wmdr/unit/K.m2.kg-1.s-1
http://codes.wmo.int/wmdr/unit/mol_mol-1,http://codes.wmo.int/wmdr/unit/mol.mol-1
http://codes.wmo.int/wmdr/unit/rad_m-1,http://codes.wmo.int/wmdr/unit/rad.m-1
http://codes.wmo.int/wmdr/unit/N_m-2,http://codes.wmo.int/wmdr/unit/N.m-2
http://codes.wmo.int/wmdr/unit/Pa_s-1,http://codes.wmo.int/wmdr/unit/Pa.s-1
http://codes.wmo.int/wmdr/unit/J_m-2,http://codes.wmo.int/wmdr/unit/J.m-2
http://codes.wmo.int/wmdr/unit/J_kg-1,http://codes.wmo.int/wmdr/unit/J.kg-1
http://codes.wmo.int/wmdr/unit/W_m-2_sr-1_m,http://codes.wmo.int/wmdr/unit/W.m-2.sr-1.m
http://codes.wmo.int/wmdr/unit/W_m-2,http://codes.wmo.int/wmdr/unit/W.m-2
http://codes.wmo.int/wmdr/unit/W_m-2_sr-1_cm,http://codes.wmo.int/wmdr/unit/W.m-2.sr-1.cm
http://codes.wmo.int/wmdr/unit/W_m-1_sr-1,http://codes.wmo.int/wmdr/unit/W.m-1.sr-1
http://codes.wmo.int/wmdr/unit/W_m-2_sr-1,http://codes.wmo.int/wmdr/unit/W.m-2.sr-1
http://codes.wmo.int/wmdr/unit/W_m-3_sr-1,http://codes.wmo.int/wmdr/unit/W.m-3.sr-1
http://codes.wmo.int/wmdr/unit/S_m-1,http://codes.wmo.int/wmdr/unit/S.m-1
http://codes.wmo.int/wmdr/unit/Bq_s_m-3,http://codes.wmo.int/wmdr/unit/Bq.s.m-3
http://codes.wmo.int/wmdr/unit/dB_m-1,http://codes.wmo.int/wmdr/unit/dB.m-1
http://codes.wmo.int/wmdr/unit/dB_deg-1,http://codes.wmo.int/wmdr/unit/dB.deg-1
http://codes.wmo.int/wmdr/unit/umol_mol-1,http://codes.wmo.int/wmdr/unit/umol.mol-1
http://codes.wmo.int/wmdr/unit/nmol_mol-1,http://codes.wmo.int/wmdr/unit/nmol.mol-1
http://codes.wmo.int/wmdr/unit/pmol_mol-1,http://codes.wmo.int/wmdr/unit/pmol.mol-1
http://codes.wmo.int/wmdr/unit/mmol_mol-1,http://codes.wmo.int/wmdr/unit/mmol.mol-1
http://codes.wmo.int/wmdr/unit/mBq_m-3,http://codes.wmo.int/wmdr/unit/mBq.m-3
http://codes.wmo.int/wmdr/unit/umol_kg-1,http://codes.wmo.int/wmdr/unit/umol.kg-1
http://codes.wmo.int/wmdr/unit/umol_l-1,http://codes.wmo.int/wmdr/unit/umol.l-1
http://codes.wmo.int/wmdr/unit/ng_m-3,http://codes.wmo.int/wmdr/unit/ng.m-3
http://codes.wmo.int/wmdr/unit/rad_s-1,http://codes.wmo.int/wmdr/unit/rad.s-1
http://codes.wmo.int/wmdr/unit/t_ha-1,http://codes.wmo.int/wmdr/unit/t.ha-1
http://codes.wmo.int/wmdr/unit/Cel,http://codes.wmo.int/wmdr/unit/degC
http://codes.wmo.int/wmdr/unit/degrees_true,http://codes.wmo.int/wmdr/unit/deg
http://codes.wmo.int/wmdr/unit/s-1,http://codes.wmo.int/wmdr/unit/Hz
http://codes.wmo.int/wmdr/unit/m2_Hz-1,http://codes.wmo.int/wmdr/unit/m2.s
http://codes.wmo.int/wmdr/unit/ug_m-3_20C,http://codes.wmo.int/wmdr/unit/ug.m-3
http://codes.wmo.int/wmdr/unit/ug_m-3_25C,http://codes.wmo.int/wmdr/unit/ug.m-3
http://codes.wmo.int/wmdr/unit/mg_m-3_25C,http://codes.wmo.int/wmdr/unit/ug.m-3
http://codes.wmo.int/wmdr/unit/ug_N_m-3,http://codes.wmo.int/wmdr/unit/ug.m-3
http://codes.wmo.int/wmdr/unit/ug_C_m-3,http://codes.wmo.int/wmdr/unit/ug.m-3
http://codes.wmo.int/wmdr/unit/ug_S_m-3,http://codes.wmo.int/wmdr/unit/ug.m-3
http://codes.wmo.int/wmdr/unit/ug_Cl_m-3,http://codes.wmo.int/wmdr/unit/ug.m-3
http://codes.wmo.int/wmdr/unit/mg_N_l-1,http://codes.wmo.int/wmdr/unit/mg.l-1
http://codes.wmo.int/wmdr/unit/mg_S_l-1,http://codes.wmo.int/wmdr/unit/mg.l-1
http://codes.wmo.int/wmdr/unit/mg_m-3_25C,http://codes.wmo.int/wmdr/unit/mg.m-3
