subject,predicate,object
https://vocabulary.actris.nilu.no/actris_vocab/precipitationphase,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variablematrix,http://www.w3.org/2004/02/skos/core#topConceptOf,https://vocabulary.actris.nilu.no/actris_vocab/
https://vocabulary.actris.nilu.no/actris_vocab/aerosolparticlephase,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/vegetation,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablematrix
https://vocabulary.actris.nilu.no/actris_vocab/variablematrix,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/gasphase
https://vocabulary.actris.nilu.no/actris_vocab/variablematrix,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/deposition
https://vocabulary.actris.nilu.no/actris_vocab/variablematrix,http://www.w3.org/2004/02/skos/core#relatedMatch,https://w3id.org/iadopt/ont/hasMatrix
https://vocabulary.actris.nilu.no/actris_vocab/gasandparticlephase,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablematrix
https://vocabulary.actris.nilu.no/actris_vocab/deposition,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/,http://www.w3.org/2004/02/skos/core#prefLabel,ACTRIS vocabulary
https://vocabulary.actris.nilu.no/actris_vocab/cloudphase,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablematrix
https://vocabulary.actris.nilu.no/actris_vocab/variablematrix,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/gasandparticlephase
https://vocabulary.actris.nilu.no/actris_vocab/gasphase,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variablematrix,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/cloudphase
https://vocabulary.actris.nilu.no/actris_vocab/precipitationphase,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablematrix
https://vocabulary.actris.nilu.no/actris_vocab/variablematrix,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
